1, 20058927
2, 831476
3, 30161
4, 2008
5, 530
6, 257
7, 81
8, 45
9, 33
10, 17
11, 4
12, 4
14, 1
15, 37
16, 192
17, 1033
18, 4119
19, 13798
20, 40564
21, 103091
22, 225938
23, 422760
24, 663857
25, 857722
26, 886036
27, 704693
28, 407886
29, 152297
30, 27591
31, 247
32, 69
33, 27
34, 14
35, 7
36, 1
37, 3
38, 4
39, 8
40, 10
41, 14
42, 50
43, 143
44, 224
45, 389
46, 717
47, 1221
48, 1786
49, 2380
50, 2871
51, 3068
52, 2787
53, 2314
54, 1582
55, 883
56, 453
57, 175
58, 46
59, 8
60, 6
61, 8
62, 9
63, 3
64, 6
65, 16
66, 47
67, 56
68, 123
69, 202
70, 308
71, 502
72, 699
73, 922
74, 1069
75, 1207
76, 1197
77, 1123
78, 973
79, 823
80, 646
81, 393
82, 236
83, 158
84, 72
85, 26
86, 4
87, 3
88, 6
89, 4
90, 4
91, 8
92, 18
93, 37
94, 44
95, 69
96, 89
97, 114
98, 181
99, 201
100, 241
101, 239
102, 236
103, 206
104, 193
105, 151
106, 132
107, 113
108, 76
109, 77
110, 39
111, 16
112, 11
113, 13
114, 15
115, 27
116, 50
117, 60
118, 85
119, 121
120, 150
121, 231
122, 277
123, 351
124, 412
125, 478
126, 543
127, 530
128, 477
129, 392
130, 384
131, 315
132, 203
133, 158
134, 111
135, 72
136, 33
137, 22
138, 10
139, 11
140, 2
141, 3
143, 2
144, 2
145, 6
146, 12
147, 12
148, 14
149, 11
150, 6
151, 8
152, 11
153, 8
154, 6
155, 7
156, 15
157, 14
158, 9
159, 15
160, 5
161, 7
162, 2
163, 3
164, 1
167, 1
168, 1
169, 3
170, 1
171, 3
172, 5
173, 4
174, 12
175, 10
176, 12
177, 16
178, 7
179, 14
180, 5
181, 4
184, 2
185, 1
186, 1
187, 10
188, 4
189, 4
190, 5
191, 3
192, 12
193, 13
194, 18
195, 25
196, 23
197, 37
198, 45
199, 49
200, 68
201, 47
202, 58
203, 47
204, 34
205, 44
206, 43
207, 45
208, 41
209, 40
210, 27
211, 27
212, 11
213, 10
214, 5
215, 9
216, 9
217, 5
218, 4
219, 9
220, 6
221, 7
222, 17
223, 19
224, 28
225, 34
226, 45
227, 42
228, 26
229, 36
230, 31
231, 29
232, 21
233, 20
234, 18
235, 10
236, 8
237, 9
238, 8
239, 2
240, 1
242, 1
244, 1
246, 1
247, 2
251, 1
254, 1
255, 1
256, 1
258, 2
259, 1
264, 1
267, 1
269, 2
270, 1
271, 1
274, 1
276, 1
277, 1
280, 1
282, 1
285, 1
291, 1
293, 2
295, 2
298, 1
299, 1
301, 2
302, 2
303, 3
304, 2
305, 1
306, 2
307, 2
311, 1
313, 1
315, 1
322, 1
338, 1
342, 1
351, 1
358, 1
360, 1
364, 1
369, 1
379, 1
381, 1
383, 1
389, 2
392, 1
393, 1
397, 2
403, 1
411, 1
420, 1
424, 1
426, 2
427, 2
428, 3
429, 4
430, 1
432, 1
439, 1
446, 1
449, 1
456, 1
468, 1
473, 1
483, 1
515, 1
524, 1
529, 1
531, 1
535, 1
536, 1
545, 1
549, 1
554, 1
555, 1
556, 2
566, 1
578, 1
579, 2
580, 1
581, 2
582, 1
583, 1
584, 1
585, 1
586, 2
587, 1
590, 1
592, 1
600, 1
606, 1
607, 1
613, 1
614, 2
618, 1
619, 1
620, 1
624, 1
625, 1
626, 1
628, 1
629, 2
631, 1
635, 1
638, 1
643, 1
644, 2
646, 1
648, 1
649, 1
650, 1
653, 2
655, 1
656, 1
657, 1
658, 1
667, 1
669, 2
675, 1
677, 1
678, 2
682, 1
696, 1
716, 1
722, 1
731, 1
732, 1
736, 1
744, 1
745, 1
755, 1
767, 1
773, 1
795, 1
827, 1
850, 1
853, 1
856, 2
857, 1
859, 2
900, 1
904, 1
928, 2
936, 1
955, 1
965, 1
971, 1
977, 1
978, 1
979, 1
996, 1
1003, 2
1004, 1
1018, 1
1068, 1
1076, 2
1091, 1
1099, 1
1107, 1
1110, 1
1117, 1
1127, 1
1129, 1
1131, 1
1134, 1
1139, 1
1155, 1
1186, 1
1205, 2
1340, 1
1343, 1
1405, 1
1446, 1
